cdatetime,address,district,beat,crimedescr,ucr_ncic_code
2015,1676,1,3,2,2404
2015,210,2,4,143,2203
2015,1505,4,11,172,2303
2016,2807,4,11,151,2501
2017,130,3,10,165,2605
2017,23,2,5,152,2308
2018,4387,6,17,297,5400
2019,2923,1,2,235,7000
2020,5352,6,17,1,2404
2021,153,3,10,287,7000
2022,3516,2,6,235,7000
2023,3945,5,14,1,2404
2024,3854,5,15,144,2204
2024,1794,2,5,267,7000
2025,4773,3,9,293,7000
2026,4160,3,10,208,5311
2027,5279,4,11,219,7399
2028,4898,5,14,53,5499
2029,1593,1,2,291,7000
2030,4917,5,16,138,5499
2031,4726,3,7,57,4803
2031,3473,4,13,194,2999
2032,3382,2,4,184,7000
2033,4779,6,18,140,2099
2034,3151,6,18,1,2404
2035,2625,3,9,298,5400
2036,657,2,6,272,7000
2037,3992,4,12,161,2399
2037,498,6,18,2,2404
2037,2907,6,19,21,3572
2037,4098,5,15,2,2404
2037,0,6,18,145,2299
2037,1795,4,11,192,2999
2038,4516,2,6,38,5202
2039,4103,6,19,194,2999
2040,2128,1,3,67,5401
2041,907,6,18,126,2399
2042,2198,6,17,280,7000
2043,4915,5,16,292,7000
2044,5065,5,15,238,5404
2045,3347,2,6,109,5007
2046,4653,5,16,57,4803
2046,2493,6,18,292,7000
2047,1308,1,3,283,7000
2048,3510,4,13,69,1299
2048,323,3,9,161,2399
2048,4469,3,10,272,7000
2048,2985,3,7,145,2299
2049,1528,3,8,271,7000
2050,802,3,8,227,7000
2051,5447,1,2,155,2309
2052,1004,6,17,80,5404
2053,5231,1,3,12,3562
2054,960,2,6,237,7000
2055,198,3,7,19,3599
2056,4412,3,10,293,7000
2057,2979,5,15,144,2204
2063,4380,6,19,2,2404
2063,3190,5,16,194,2999
2063,4957,3,9,145,2299
2063,678,1,2,2,2404
2063,570,1,2,194,2999
2063,1357,3,8,145,2299
2063,3253,5,16,187,2604
2064,1483,5,14,292,7000
2065,703,3,8,96,1315
2066,3778,4,12,116,7000
2066,4209,5,16,143,2203
2067,3017,5,15,100,1315
2068,1495,2,5,270,7000
2068,1453,2,5,252,7000
2068,5422,3,7,76,1212
2068,2064,6,17,144,2204
2069,4480,6,17,293,7000
2070,2519,3,10,287,7000
2070,4626,2,5,31,5212
2071,2380,6,17,19,3599
2072,4590,6,17,19,3599
2073,3831,4,13,144,2204
2074,1688,3,8,2,2404
2074,4878,6,19,292,7000
2075,4870,3,7,145,2299
2076,4197,3,7,230,7000
2077,2570,4,12,273,7000
2078,118,1,2,2,2404
2078,661,2,6,2,2404
2078,811,2,6,152,2308
2079,5064,5,15,78,5499
2079,5173,1,3,292,7000
2080,842,2,6,23,3599
2080,4501,5,14,16,3560
2081,177,2,5,291,7000
2082,2451,1,1,2,2404
2082,3632,3,9,283,7000
2083,3918,3,9,71,1299
2084,3206,5,16,144,2204
2085,2172,1,3,267,7000
2085,2720,1,1,145,2299
2085,2069,1,2,145,2299
2085,4428,4,11,145,2299
2085,1562,4,11,194,2999
2085,445,2,6,145,2299
2085,957,1,1,192,2999
2086,4795,5,15,84,5499
2087,2813,2,4,267,7000
2088,442,3,7,100,1315
2088,3966,5,14,144,2204
2088,3066,6,18,19,3599
2089,74,3,9,241,7000
2090,4220,1,3,109,5007
2091,5406,2,5,252,7000
2134,2147,2,4,143,2203
2134,2147,2,4,2,2404
2134,1415,2,4,145,2299
2134,394,2,6,145,2299
2134,3500,5,16,145,2299
2134,1346,3,8,144,2204
2134,1797,1,1,194,2999
2135,3600,5,16,161,2399
2135,2863,1,1,161,2399
2135,1118,5,14,255,7000
2135,1980,3,9,145,2299
2135,4159,3,10,166,2605
2135,1247,6,18,156,2399
2135,408,3,7,176,2399
2135,3434,6,18,145,2299
2136,4696,2,5,31,5212
2137,4777,2,5,21,3572
2138,2585,6,17,270,7000
2139,4581,4,11,248,7000
2140,3810,2,4,2,2404
2140,3580,4,12,94,1315
2141,2452,2,4,222,7399
2142,148,3,10,235,7000
2143,2556,6,17,292,7000
2144,2155,5,15,1,2404
2211,3793,3,10,269,7000
2211,2720,1,1,145,2299
2211,4021,4,13,172,2303
2212,218,1,3,94,1315
2213,5176,1,3,298,5400
2214,39,1,3,208,5311
2215,872,5,14,2,2404
2216,3145,3,9,267,7000
2254,1131,4,11,145,2299
2255,2091,6,17,227,7000
2256,2312,6,17,178,2803
2257,4243,3,9,2,2404
2257,1556,2,5,2,2404
2258,3774,4,13,166,2605
2259,2492,3,9,21,3572
2260,5122,5,14,80,5404
2261,2090,1,2,67,5401
2262,2173,2,5,2,2404
2263,1464,2,5,194,2999
2264,1331,3,8,293,7000
2265,422,3,7,267,7000
2266,1334,3,8,144,2204
2267,851,2,6,145,2299
2268,3816,6,19,67,5401
2269,1835,3,8,293,7000
2270,2143,5,14,267,7000
2271,3226,6,18,21,3572
2272,323,3,9,270,7000
2272,3772,6,19,2,2404
2273,1383,4,14,292,7000
2274,3504,5,16,2,2404
2275,80,2,5,2,2404
2275,1163,1,2,2,2404
2275,367,2,6,145,2299
2276,5226,5,14,293,7000
2277,4102,3,9,76,1212
2277,2194,5,15,95,1315
2278,5347,6,0,293,7000
2279,794,2,6,19,3599
2279,2510,3,7,283,7000
2280,1646,5,14,271,7000
2281,1289,3,7,69,1299
2145,3676,6,19,145,2299
2145,18,3,9,145,2299
2145,1409,4,11,2,2404
2146,4918,2,5,292,7000
2147,3505,3,9,5,2404
2148,2981,1,1,2,2404
2148,1986,2,5,144,2204
2149,1670,2,5,2,2404
2150,490,5,15,208,5311
2151,3404,3,9,143,2203
2152,2233,2,4,300,7000
2153,4159,3,10,272,7000
2154,621,3,8,2,2404
2155,3709,4,12,243,7000
2156,2720,1,1,2,2404
2156,1726,2,5,161,2399
2156,618,5,14,144,2204
2156,2661,6,17,152,2308
2157,2596,3,7,298,5400
2158,3221,6,18,6,3532
2159,5439,1,3,7,3582
2160,3671,6,19,165,2605
2161,3565,4,12,109,5007
2162,4562,6,17,67,5401
2163,3207,6,18,298,5400
2164,501,3,7,2,2404
2165,657,2,6,145,2299
2166,2254,6,18,94,1315
2167,56,2,4,267,7000
2167,4456,4,13,144,2204
2167,2524,6,17,61,2310
2167,1823,4,11,170,2307
2168,5065,5,15,80,5404
2169,3844,5,16,72,1210
2170,4938,2,4,293,7000
2171,5100,2,4,161,2399
2172,2689,6,17,69,1299
2173,660,2,6,160,2303
2173,3514,4,13,146,2299
2173,3511,5,16,145,2299
2174,3454,2,5,144,2204
2175,2332,4,12,152,2308
2176,4185,6,19,158,2305
2177,4544,5,16,229,2404
2178,5182,1,3,297,5400
2179,2649,2,4,235,7000
2180,1368,5,14,266,7000
2181,3457,6,18,93,1315
2182,657,2,6,264,7000
2182,4165,6,19,267,7000
2182,2994,1,1,156,2399
2183,673,3,7,298,5400
2184,4067,5,15,248,7000
2184,3669,4,13,144,2204
2185,3587,6,18,243,7000
2186,2489,6,17,292,7000
2187,1963,2,5,161,2399
2187,1824,6,17,152,2308
2188,522,2,6,248,7000
2189,2083,6,19,236,7000
2190,1544,1,3,184,7000
2191,2599,5,15,93,1315
2192,3937,5,15,292,7000
2193,2989,5,16,266,7000
2193,4935,2,4,72,1210
2193,657,2,6,145,2299
2193,2795,1,1,145,2299
2193,3822,4,13,267,7000
2193,871,3,8,192,2999
2194,2711,1,1,136,1602
2195,1008,4,11,69,1299
2196,4875,6,0,292,7000
2197,1674,2,5,267,7000
2198,3630,3,9,298,5400
2199,2233,2,4,267,7000
2199,96,5,15,267,7000
2200,2440,6,17,292,7000
2201,5124,5,14,66,5401
2201,3608,6,19,293,7000
2202,2025,6,17,21,3572
2203,3370,3,7,296,5499
2204,55,2,5,267,7000
2204,4122,6,19,152,2308
2204,3352,1,1,287,7000
2205,2849,4,11,208,5311
2206,5124,5,14,293,7000
2207,3832,4,11,100,1315
2207,2671,5,15,19,3599
2208,459,5,14,174,2301
2209,660,2,6,160,2303
2210,3415,4,13,197,7000
2210,4154,6,19,67,5401
2217,1673,1,2,161,2399
2217,5013,3,8,145,2299
2217,5321,2,5,2,2404
2217,1774,3,8,145,2299
2217,843,1,1,2,2404
2218,5365,6,18,12,3562
2219,1021,3,7,301,7000
2220,3400,6,18,69,1299
2221,5011,3,8,145,2299
2221,664,4,11,88,1313
2221,1207,3,8,145,2299
2222,228,3,10,67,5401
2223,3390,1,3,188,2699
2224,5465,2,4,50,7399
2225,3317,6,19,290,7000
2226,5128,5,14,298,5400
2227,2721,1,1,2,2404
2228,4995,5,16,101,1315
2229,3690,6,19,2,2404
2230,605,2,6,160,2303
2230,2195,3,9,292,7000
2231,639,1,2,2,2404
2231,4515,2,6,145,2299
2232,492,5,15,100,1315
2233,1456,1,2,2,2404
2233,386,5,15,88,1313
2233,1496,4,11,2,2404
2234,5339,2,5,80,5404
2235,3169,6,18,69,1299
2236,2381,6,17,6,3532
2237,1018,2,4,2,2404
2237,3852,5,14,103,5213
2238,5256,6,19,67,5401
2239,3393,3,9,194,2999
2240,362,3,9,232,7000
2241,5411,1,1,80,5404
2242,944,3,9,192,2999
2243,2677,2,4,16,3560
2243,4681,5,16,297,5400
2244,1852,3,10,80,5404
2245,1096,6,18,64,909
2246,2968,1,3,145,2299
2246,2094,4,12,161,2399
2246,848,1,2,145,2299
2246,608,3,9,171,2308
2246,4620,5,16,293,7000
2247,1473,4,11,69,1299
2248,2322,6,17,267,7000
2249,4893,3,8,88,1313
2250,4022,6,19,103,5213
2251,1100,4,12,21,3572
2252,2369,1,1,291,7000
2253,3917,2,4,152,2308
2253,1622,4,11,194,2999
2282,2915,6,18,2,2404
2282,1936,6,17,2,2404
2282,2680,3,9,165,2605
2282,2318,6,18,145,2299
2282,981,3,8,128,7399
2282,1260,3,8,152,2308
2283,2576,3,7,2,2404
2283,3394,6,18,161,2399
2283,1753,1,3,145,2299
2283,1459,4,11,194,2999
2283,3808,3,9,145,2299
2283,4574,1,1,192,2999
2283,3469,4,13,145,2299
2283,1321,4,11,145,2299
2283,854,3,8,187,2604
2283,79,4,11,254,7000
2284,435,3,9,71,1299
2285,1343,3,8,184,7000
2286,203,3,7,80,5404
2287,1673,1,2,157,2307
2288,3873,5,14,268,7000
2289,3288,6,19,2,2404
2290,3873,5,14,268,7000
2356,4472,3,7,230,7000
2356,1280,3,9,145,2299
2356,502,2,6,145,2299
2356,3292,1,3,192,2999
2357,2185,6,17,21,3572
2358,411,1,3,184,7000
2359,2125,3,9,298,5400
2385,3853,5,14,2,2404
2385,2999,1,1,192,2999
2385,1211,6,18,145,2299
2386,3311,2,5,12,3562
2387,325,2,5,80,5404
2388,5053,5,14,178,2803
2389,1267,1,2,300,7000
2390,4837,4,11,2,2404
2390,4814,4,12,272,7000
2391,2491,3,9,235,7000
2392,4304,2,5,19,3599
2392,2438,6,17,67,5401
2392,4042,4,13,194,2999
2393,4503,5,16,2,2404
2394,3371,3,10,80,5404
2395,738,2,6,73,1299
2396,45,3,9,235,7000
2397,616,1,2,143,2203
2398,3405,6,18,269,7000
2399,2850,1,1,192,2999
2400,4536,1,2,208,5311
2401,2176,6,17,266,7000
2402,2164,6,17,267,7000
2403,2427,2,4,2,2404
2404,5229,2,5,1,2404
2405,1772,3,8,2,2404
2406,1597,6,17,100,1315
2407,120,3,10,235,7000
2408,328,3,7,184,7000
2409,1474,1,2,134,5212
2410,1109,3,8,297,5400
2411,1665,4,12,267,7000
2411,2566,1,3,156,2399
2412,4764,4,11,145,2299
2291,2560,2,4,136,1602
2291,2695,6,17,158,2305
2291,3300,1,1,272,7000
2292,1113,3,8,297,5400
2292,1326,5,14,298,5400
2293,2993,6,18,144,2204
2293,2142,6,17,171,2308
2294,1258,1,2,2,2404
2295,2753,4,13,235,7000
2296,1916,4,12,6,3532
2297,4084,5,15,1,2404
2298,231,4,12,185,2604
2299,2847,2,4,145,2299
2300,1877,2,4,129,3599
2301,255,1,3,156,2399
2301,553,2,6,151,2501
2302,3379,4,13,145,2299
2303,4654,5,16,66,5401
2304,5381,4,11,297,5400
2305,2304,1,1,160,2303
2305,2790,1,3,194,2999
2306,1297,3,9,235,7000
2307,4416,3,9,145,2299
2308,345,2,6,2,2404
2308,2146,2,5,299,7000
2308,2567,1,1,144,2204
2308,2107,1,1,144,2204
2309,1100,4,12,66,5401
2310,2300,2,4,100,1315
2311,456,5,14,160,2303
2312,5474,4,12,67,5401
2313,3943,6,19,281,7000
2313,5384,4,11,293,7000
2314,5416,1,2,1,2404
2315,1606,4,11,297,5400
2316,3216,4,12,184,7000
2317,444,3,7,267,7000
2318,3867,5,14,300,7000
2319,4651,5,15,298,5400
2320,229,2,4,293,7000
2321,1645,3,9,267,7000
2321,3675,1,1,267,7000
2321,3675,1,1,267,7000
2321,3675,1,1,267,7000
2321,3675,1,1,267,7000
2321,3657,5,16,267,7000
2321,1080,5,14,291,7000
2321,1046,6,18,2,2404
2321,2980,6,18,145,2299
2322,3262,2,4,298,5400
2323,3186,2,4,67,5401
2323,5423,1,2,67,5401
2324,4865,4,11,64,909
2325,1161,5,14,184,7000
2326,5277,2,5,194,2999
2327,2339,6,17,1,2404
2328,1138,2,6,2,2404
2328,1232,3,8,248,7000
2328,3232,6,18,155,2309
2329,2683,5,15,118,5599
2330,4945,5,14,19,3599
2331,4284,1,3,73,1299
2332,2664,6,17,101,1315
2333,2849,4,11,160,2303
2334,4003,5,16,267,7000
2334,5030,3,9,264,7000
2334,2749,6,18,192,2999
2335,90,2,5,1,2404
2336,3601,3,10,293,7000
2337,5014,3,10,273,7000
2338,673,3,7,298,5400
2339,1549,4,12,100,1315
2339,4515,2,6,145,2299
2340,4192,6,19,69,1299
2341,1692,6,17,59,5005
2342,4569,2,6,303,7000
2343,2968,1,3,161,2399
2343,4043,3,9,161,2399
2343,2922,5,15,272,7000
2343,2161,6,17,155,2309
2343,609,2,6,145,2299
2344,1182,4,12,267,7000
2345,2428,5,15,208,5311
2346,1603,3,8,100,1315
2346,2619,2,4,272,7000
2347,665,3,7,32,5212
2348,4490,6,17,292,7000
2349,5073,5,15,272,7000
2350,1792,1,2,194,2999
2351,2108,2,5,2,2404
2351,1322,2,6,161,2399
2351,4422,3,9,287,7000
2352,2082,2,5,88,1313
2353,2625,3,9,67,5401
2354,4839,5,0,272,7000
2355,3856,5,15,7,3582
2360,504,4,11,2,2404
2360,3850,4,13,2,2404
2360,4248,5,16,2,2404
2360,4096,5,15,145,2299
2360,799,2,6,2,2404
2360,1073,2,6,267,7000
2361,4838,5,15,119,4803
2362,4515,2,6,145,2299
2362,434,3,8,196,2999
2363,1965,3,9,100,1315
2364,2974,6,18,69,1299
2365,4739,2,6,293,7000
2366,1887,6,17,32,5212
2367,2850,1,1,94,1315
2368,4365,4,13,2,2404
2368,944,3,9,194,2999
2368,2066,6,17,194,2999
2368,3607,6,19,145,2299
2368,2786,1,2,194,2999
2369,4767,2,6,116,7000
2370,5294,3,7,194,2999
2371,2561,2,6,1,2404
2372,1329,3,8,2,2404
2372,2273,1,3,2,2404
2372,2857,1,1,2,2404
2373,4746,6,18,19,3599
2374,4451,1,3,192,2999
2375,2536,2,4,1,2404
2376,735,1,2,2,2404
2376,3017,5,15,2,2404
2376,720,4,11,145,2299
2376,2326,1,1,154,2304
2376,657,2,6,1,2404
2377,4850,4,12,21,3572
2378,5074,5,16,1,2404
2379,1208,3,8,145,2299
2380,1521,2,6,2,2404
2380,1642,4,12,145,2299
2380,4623,5,16,293,7000
2380,2275,2,4,291,7000
2381,1919,3,9,248,7000
2382,1095,6,17,293,7000
2383,1401,1,2,2,2404
2384,5365,6,18,19,3599
2413,815,1,2,2,2404
2413,3156,5,16,2,2404
2413,4427,4,13,155,2309
2413,3251,4,13,194,2999
2413,2421,3,9,150,2506
2413,3505,3,9,156,2399
2413,692,3,9,151,2501
2413,3670,4,13,277,7000
2413,996,2,6,145,2299
2413,2809,3,9,151,2501
2413,4879,6,19,19,3599
2414,1055,4,12,145,2299
2414,3072,4,11,61,2310
2414,2048,1,2,277,7000
2414,267,4,11,166,2605
2414,3378,4,13,166,2605
2415,2245,4,11,293,7000
2416,1835,3,8,1,2404
2417,2229,2,5,80,5404
2418,2301,6,18,2,2404
2418,597,5,16,1,2404
2419,4486,3,9,208,5311
2420,3106,6,18,2,2404
2421,5320,2,5,12,3562
2515,3650,6,19,80,5404
2516,4569,2,6,19,3599
2517,671,3,10,292,7000
2539,880,3,7,143,2203
2540,754,3,7,21,3572
2541,4174,6,19,143,2203
2541,1727,6,17,156,2399
2542,2826,2,6,33,5212
2542,284,6,17,292,7000
2543,374,6,17,1,2404
2544,5367,6,18,58,4902
2545,4794,4,14,294,7000
2546,1441,3,8,192,2999
2547,3390,1,3,76,1212
2548,3989,5,14,2,2404
2549,2365,2,4,143,2203
2550,2766,4,12,143,2203
2551,3361,3,10,292,7000
2552,2512,3,7,2,2404
2553,837,4,13,144,2204
2553,1714,3,8,144,2204
2553,5147,3,7,293,7000
2554,1717,4,12,145,2299
2555,453,4,11,2,2404
2555,110,3,10,58,4902
2556,688,4,11,2,2404
2557,3394,6,18,282,7000
2557,1366,5,14,2,2404
2557,2743,6,18,165,2605
2557,4776,3,9,297,5400
2557,961,2,6,272,7000
2557,4333,5,16,2,2404
2557,4277,3,9,156,2399
2558,3100,2,4,289,7000
2559,4990,3,10,292,7000
2560,2121,6,17,272,7000
2561,2233,2,4,267,7000
2561,3765,4,13,165,2605
2561,4586,6,17,272,7000
2562,5312,1,3,266,7000
2563,109,3,10,292,7000
2564,200,3,10,293,7000
2565,1780,3,8,264,7000
2566,3506,2,4,268,7000
2567,4802,3,9,298,5400
2568,87,2,5,144,2204
2568,1355,4,11,274,7000
2569,4157,3,7,1,2404
2570,4636,5,16,292,7000
2571,3471,6,18,253,7000
2572,790,3,8,254,7000
2573,1799,1,2,145,2299
2574,5125,5,15,298,5400
2575,1786,1,2,145,2299
2576,4806,3,9,297,5400
2577,3741,3,10,292,7000
2578,5490,4,12,292,7000
2422,2754,6,18,152,2308
2422,3139,3,10,145,2299
2423,1466,4,11,233,7000
2424,566,1,2,1,2404
2425,4391,3,7,292,7000
2426,4232,5,16,230,7000
2427,4792,4,14,72,1210
2428,1882,6,19,293,7000
2429,3199,6,18,95,1315
2430,3364,3,7,298,5400
2430,4989,3,10,292,7000
2431,1548,2,5,141,2099
2431,1497,6,17,268,7000
2432,3274,5,16,144,2204
2432,4044,5,14,267,7000
2433,1882,6,19,293,7000
2434,5072,5,15,292,7000
2435,294,3,10,292,7000
2436,4635,5,16,292,7000
2437,356,4,12,1,2404
2438,3524,5,16,100,1315
2439,1178,5,14,291,7000
2440,2068,1,2,230,7000
2441,356,4,12,1,2404
2442,3524,5,16,227,7000
2443,798,3,8,291,7000
2444,4449,2,4,161,2399
2444,821,1,1,213,5309
2444,1156,1,2,172,2303
2444,1571,2,6,166,2605
2445,2199,4,12,136,1602
2446,4989,3,10,292,7000
2447,4206,2,5,252,7000
2448,2229,2,5,270,7000
2449,283,6,17,293,7000
2450,2136,2,5,267,7000
2450,1227,3,8,171,2308
2451,4221,5,15,144,2204
2451,499,2,6,144,2204
2451,4226,6,19,289,7000
2452,4158,3,10,292,7000
2453,2700,6,19,184,7000
2454,779,2,6,293,7000
2455,4718,6,18,297,5400
2456,2120,6,17,297,5400
2457,1022,6,18,144,2204
2458,5085,2,6,208,5311
2459,3199,6,18,252,7000
2460,1760,2,5,144,2204
2461,624,3,8,93,1315
2462,3213,1,1,172,2303
2463,1225,3,8,292,7000
2464,318,4,11,61,2310
2465,4658,5,16,292,7000
2466,4611,5,15,252,7000
2467,4615,5,15,292,7000
2468,4159,3,10,155,2309
2469,1907,4,11,255,7000
2470,932,6,17,207,4004
2470,2072,6,17,172,2303
2471,660,2,6,160,2303
2472,775,3,7,216,2399
2473,4420,3,10,100,1315
2473,2592,3,10,156,2399
2473,1117,3,9,152,2308
2474,1178,5,14,267,7000
2475,4591,6,17,207,4004
2476,3280,4,13,58,4902
2477,4617,5,16,67,5401
2478,1013,3,8,208,5311
2479,4944,5,14,1,2404
2480,4555,2,4,6,3532
2481,1578,1,2,255,7000
2482,4741,2,6,297,5400
2483,4719,2,4,12,3562
2483,4582,4,11,298,5400
2483,110,3,10,187,2604
2484,3199,6,18,252,7000
2485,5074,5,16,298,5400
2486,77,4,13,160,2303
2487,1869,4,12,156,2399
2488,2621,6,18,184,7000
2489,2834,1,1,184,7000
2490,5059,1,1,143,2203
2490,1924,5,14,152,2308
2491,1094,4,12,29,7399
2492,3896,6,19,144,2204
2492,3805,6,19,297,5400
2492,2028,5,14,145,2299
2493,1103,4,11,298,5400
2494,2654,6,18,2,2404
2494,659,1,2,2,2404
2494,1412,4,11,193,2999
2494,660,2,6,160,2303
2494,4063,2,5,161,2399
2494,219,2,5,71,1299
2494,3464,6,18,266,7000
2495,2354,2,4,6,3532
2496,1512,2,5,1,2404
2497,204,3,7,297,5400
2498,5452,3,7,67,5401
2498,2566,1,3,156,2399
2498,132,3,10,171,2308
2499,5419,6,19,293,7000
2500,2502,3,7,1,2404
2501,660,2,6,156,2399
2502,354,1,2,145,2299
2502,3518,4,13,248,7000
2502,657,2,6,152,2308
2503,5433,5,16,80,5404
2504,5444,1,2,69,1299
2505,657,2,6,152,2308
2506,4745,2,6,33,5212
2507,3293,6,18,248,7000
2508,5235,6,19,293,7000
2509,4069,6,19,94,1315
2509,3833,5,14,2,2404
2510,686,2,6,160,2303
2511,3173,5,15,261,7000
2512,3252,5,16,133,5212
2513,4200,5,15,19,3599
2513,5369,5,16,207,4004
2513,319,4,11,2,2404
2513,3970,5,15,264,7000
2514,5353,6,19,298,5400
2518,1722,3,8,161,2399
2518,3394,6,18,267,7000
2518,1534,2,5,213,5309
2518,4594,6,17,297,5400
2518,124,4,11,287,7000
2518,3890,5,14,187,2604
2519,4405,3,10,208,5311
2520,410,3,8,194,2999
2521,5080,2,0,208,5311
2522,3693,6,19,80,5404
2523,2292,2,4,161,2399
2523,1058,2,4,2,2404
2523,3536,2,4,145,2299
2524,657,2,6,72,1210
2525,2616,3,7,267,7000
2526,5252,2,4,303,7000
2526,3298,6,18,235,7000
2527,4013,4,11,144,2204
2528,5306,6,17,57,4803
2528,3825,5,14,268,7000
2528,2395,1,1,249,7000
2529,4993,3,9,266,7000
2530,3791,3,7,19,3599
2531,1440,2,6,266,7000
2532,2124,3,9,12,3562
2533,1077,5,14,86,1313
2533,3122,6,19,270,7000
2534,4046,5,14,2,2404
2534,2968,1,3,88,1313
2535,693,3,10,218,7000
2536,2236,1,3,2,2404
2536,2889,6,18,145,2299
2537,2021,3,9,2,2404
2537,4994,5,16,12,3562
2538,4885,4,12,6,3532
2579,2183,3,9,255,7000
2579,2775,3,9,194,2999
2579,60,2,4,194,2999
2579,4303,5,16,172,2303
2579,3540,4,13,187,2604
2579,2308,1,1,187,2604
2579,7,3,9,272,7000
2580,471,4,12,272,7000
2581,5019,2,4,1,2404
2582,3722,5,15,192,2999
2583,3588,6,19,19,3599
2694,3531,6,19,2,2404
2694,1184,2,6,192,2999
2694,682,1,1,172,2303
2695,1367,1,3,160,2303
2696,4415,2,4,143,2203
2697,1037,3,8,233,7000
2698,2396,1,1,214,5307
2699,616,1,2,143,2203
2700,756,3,7,21,3572
2701,4609,6,17,69,1299
2731,1533,6,18,235,7000
2731,3661,5,16,2,2404
2731,3302,6,19,300,7000
2732,5350,3,9,80,5404
2733,5441,1,2,101,1315
2734,5357,6,0,19,3599
2735,419,1,2,192,2999
2736,2230,1,3,192,2999
2737,120,3,10,184,7000
2738,2828,1,1,143,2203
2739,5043,6,19,292,7000
2740,1896,1,1,139,2099
2741,4288,5,16,267,7000
2742,2483,6,17,144,2204
2743,2909,6,18,194,2999
2744,4351,3,9,143,2203
2745,3111,6,18,19,3599
2746,1607,4,13,264,7000
2747,2510,3,7,29,7399
2748,3085,6,18,144,2204
2749,349,4,13,267,7000
2749,1739,1,2,144,2204
2750,1203,4,12,293,7000
2751,1836,3,8,297,5400
2752,3212,1,1,273,7000
2753,3348,5,15,257,7000
2754,3793,3,10,116,7000
2754,5268,2,5,297,5400
2754,2352,6,17,266,7000
2755,4705,1,1,292,7000
2755,1595,4,12,293,7000
2756,4815,4,12,293,7000
2757,3843,6,19,263,7000
2757,3267,6,19,150,2506
2757,4095,6,19,187,2604
2757,1217,5,15,172,2303
2757,2855,6,18,241,7000
2758,604,4,11,235,7000
2759,2110,2,5,1,2404
2760,5436,6,19,293,7000
2761,1016,3,8,66,5401
2762,1532,2,6,177,2803
2763,2233,2,4,267,7000
2764,4853,4,12,292,7000
2765,1487,5,14,293,7000
2766,2473,4,12,293,7000
2767,2328,2,4,249,7000
2767,4830,4,12,292,7000
2768,2541,2,5,1,2404
2769,1095,6,17,293,7000
2770,1436,3,8,145,2299
2771,4818,4,12,292,7000
2772,1304,1,2,161,2399
2772,904,4,11,270,7000
2772,4100,5,15,144,2204
2772,3790,5,16,144,2204
2772,4184,5,16,144,2204
2772,5097,2,5,249,7000
2772,2720,1,1,156,2399
2773,4028,5,14,267,7000
2773,899,1,2,299,7000
2774,5289,1,3,274,7000
2775,2943,4,13,2,2404
2775,4860,4,11,66,5401
2776,4034,5,14,293,7000
2777,3471,6,18,248,7000
2778,4817,4,12,292,7000
2584,3070,6,18,251,7000
2584,7,3,9,67,5401
2585,4525,1,1,292,7000
2586,5020,5,16,293,7000
2587,4018,5,14,293,7000
2588,349,4,13,268,7000
2589,1488,3,8,2,2404
2590,1409,4,11,143,2203
2591,5438,1,2,292,7000
2592,4829,4,12,292,7000
2593,2110,2,5,247,7000
2594,3142,3,10,97,3699
2594,683,3,10,88,1313
2595,1946,2,5,114,3699
2596,4668,1,1,292,7000
2597,2582,4,11,94,1315
2598,4547,1,2,292,7000
2599,507,1,2,69,1299
2600,2194,5,15,145,2299
2601,4845,4,12,292,7000
2602,2958,4,12,292,7000
2603,4691,2,6,297,5400
2604,2197,6,17,237,7000
2605,1602,3,8,187,2604
2606,5426,5,16,69,1299
2607,3549,5,16,152,2308
2607,1352,2,6,255,7000
2607,1790,1,1,161,2399
2607,949,3,7,145,2299
2608,4722,1,1,293,7000
2609,4800,3,9,228,7000
2609,5443,1,3,298,5400
2610,2068,1,2,252,7000
2611,1861,3,10,150,2506
2612,5270,2,4,298,5400
2613,4845,4,12,292,7000
2614,827,4,12,292,7000
2615,3713,6,19,130,5311
2616,4819,4,12,293,7000
2617,175,3,7,266,7000
2618,2252,1,1,236,7000
2618,1700,3,8,267,7000
2619,1595,4,12,292,7000
2620,235,3,7,67,5401
2621,4833,4,11,292,7000
2622,1767,4,11,292,7000
2623,3814,2,6,274,7000
2624,1178,5,14,252,7000
2625,4826,4,12,292,7000
2626,3795,4,12,2,2404
2626,863,3,8,156,2399
2627,4901,1,1,293,7000
2628,1552,4,11,1,2404
2629,1778,3,8,297,5400
2630,2468,2,4,114,3699
2630,2933,2,6,248,7000
2630,3197,3,9,156,2399
2631,4691,2,6,184,7000
2632,4723,1,1,292,7000
2632,1526,1,1,155,2309
2633,1178,5,14,152,2308
2633,4,2,4,255,7000
2634,5048,6,18,298,5400
2635,5310,1,2,78,5499
2636,4838,5,15,296,5499
2636,4956,3,9,297,5400
2637,2404,2,4,136,1602
2638,4474,2,5,297,5400
2639,1114,3,8,297,5400
2640,4159,3,10,249,7000
2640,4911,2,4,272,7000
2641,2803,6,19,187,2604
2642,1405,4,12,292,7000
2643,2405,2,4,4,2999
2643,1117,3,9,2,2404
2643,3277,6,18,161,2399
2643,4300,6,19,161,2399
2643,3312,6,18,254,7000
2644,660,2,6,160,2303
2645,3999,4,13,1,2404
2646,4367,5,16,144,2204
2646,1940,6,17,144,2204
2647,2356,2,4,40,5012
2648,3635,6,18,297,5400
2649,5369,5,16,297,5400
