country,year,sex,age,suicides_no,population
7,1989,1,0,163.0,601397.0
7,1989,1,1,218.0,621738.0
7,1989,1,2,402.0,968546.0
7,1989,1,3,6.0,459307.0
7,1989,1,4,358.0,594776.0
7,1989,1,5,166.0,166370.0
7,1990,0,0,31.0,568627.0
7,1990,0,1,53.0,626994.0
7,1990,0,2,150.0,984274.0
7,1990,0,3,2.0,437872.0
7,1990,0,4,173.0,802079.0
7,1990,0,5,132.0,365227.0
7,1990,1,0,150.0,589106.0
7,1990,1,1,209.0,646830.0
7,1990,1,2,418.0,985787.0
7,1990,1,3,1.0,461126.0
7,1990,1,4,320.0,598225.0
7,1990,1,5,186.0,165206.0
7,1991,0,0,34.0,556831.0
7,1991,0,1,49.0,644696.0
7,1991,0,2,145.0,1006052.0
7,1991,0,3,0.0,441774.0
7,1991,0,4,144.0,804082.0
7,1991,0,5,98.0,358612.0
7,1991,1,0,153.0,576378.0
7,1991,1,1,197.0,670763.0
7,1991,1,2,402.0,1008702.0
7,1991,1,3,2.0,465821.0
7,1991,1,4,336.0,605807.0
7,1991,1,5,209.0,160210.0
7,1992,0,0,33.0,544520.0
7,1992,0,1,50.0,660870.0
7,1992,0,2,163.0,1031440.0
7,1992,0,3,1.0,448804.0
7,1992,0,4,132.0,809987.0
7,1992,0,5,98.0,348912.0
7,1992,1,0,142.0,562276.0
7,1992,1,1,204.0,691098.0
7,1992,1,2,405.0,1034871.0
7,1992,1,3,5.0,472966.0
7,1992,1,4,347.0,615819.0
7,1992,1,5,179.0,153805.0
7,1993,0,0,35.0,529287.0
7,1993,0,1,54.0,673654.0
7,1993,0,2,140.0,1054036.0
7,1993,0,3,4.0,454929.0
7,1993,0,4,139.0,817689.0
7,1993,0,5,88.0,339249.0
7,1993,1,0,119.0,544899.0
7,1993,1,1,228.0,706145.0
7,1993,1,2,377.0,1059028.0
7,1993,1,3,6.0,479134.0
7,1993,1,4,314.0,627612.0
7,1993,1,5,200.0,147907.0
7,1994,0,0,34.0,510791.0
7,1994,0,1,58.0,679708.0
7,1994,0,2,151.0,1064408.0
7,1994,0,3,6.0,458807.0
7,1994,0,4,149.0,830130.0
7,1994,0,5,93.0,335528.0
7,1994,1,0,136.0,525346.0
7,1994,1,1,207.0,711945.0
7,1994,1,2,432.0,1071436.0
7,1994,1,3,5.0,482580.0
7,1994,1,4,331.0,646545.0
7,1994,1,5,174.0,145328.0
7,1995,0,0,19.0,495368.0
7,1995,0,1,59.0,678262.0
7,1995,0,2,136.0,1065630.0
7,1995,0,3,0.0,460945.0
7,1995,0,4,141.0,843210.0
7,1995,0,5,100.0,341098.0
7,1995,1,0,134.0,509262.0
7,1995,1,1,237.0,707468.0
7,1995,1,2,437.0,1074328.0
7,1995,1,3,8.0,483644.0
7,1995,1,4,333.0,670553.0
7,1995,1,5,184.0,147262.0
7,1996,0,0,12.0,485090.0
7,1996,0,1,53.0,672341.0
7,1996,0,2,140.0,1070879.0
7,1996,0,3,0.0,461711.0
7,1996,0,4,126.0,850049.0
7,1996,0,5,112.0,351514.0
7,1996,1,0,108.0,498112.0
7,1996,1,1,203.0,696869.0
7,1996,1,2,452.0,1080848.0
7,1996,1,3,4.0,483799.0
7,1996,1,4,381.0,690803.0
7,1996,1,5,188.0,151691.0
7,1997,0,0,23.0,477550.0
7,1997,0,1,48.0,663325.0
7,1997,0,2,131.0,1084510.0
7,1997,0,3,1.0,461121.0
7,1997,0,4,131.0,850056.0
7,1997,0,5,83.0,363002.0
7,1997,1,0,121.0,490385.0
7,1997,1,1,201.0,682210.0
7,1997,1,2,379.0,1095317.0
7,1997,1,3,2.0,483890.0
7,1997,1,4,313.0,704226.0
7,1997,1,5,159.0,156997.0
7,1998,0,0,24.0,472685.0
7,1998,0,1,45.0,649694.0
7,1998,0,2,116.0,1103422.0
7,1998,0,3,2.0,460861.0
7,1998,0,4,116.0,846818.0
7,1998,0,5,79.0,374674.0
7,1998,1,0,99.0,486438.0
7,1998,1,1,166.0,663510.0
7,1998,1,2,407.0,1114719.0
7,1998,1,3,6.0,484321.0
7,1998,1,4,334.0,714245.0
7,1998,1,5,165.0,162132.0
7,1999,0,0,25.0,470179.0
7,1999,0,1,37.0,633829.0
7,1999,0,2,136.0,1123652.0
7,1999,0,3,1.0,461473.0
7,1999,0,4,122.0,845401.0
7,1999,0,5,108.0,385369.0
7,1999,1,0,99.0,485374.0
7,1999,1,1,161.0,643115.0
7,1999,1,2,386.0,1135873.0
7,1999,1,3,2.0,485188.0
7,1999,1,4,329.0,725044.0
7,1999,1,5,149.0,167112.0
7,2000,0,0,27.0,469025.0
7,2000,0,1,34.0,617481.0
7,2000,0,2,132.0,1149412.0
7,2000,0,3,4.0,461175.0
7,2000,0,4,143.0,840225.0
7,2000,0,5,92.0,394864.0
7,2000,1,0,106.0,485710.0
7,2000,1,1,149.0,622975.0
7,2000,1,2,383.0,1163122.0
7,2000,1,3,4.0,484798.0
7,2000,1,4,342.0,730447.0
7,2000,1,5,172.0,172839.0
7,2001,0,0,18.0,470456.0
7,2001,0,1,41.0,600540.0
7,2001,0,2,126.0,1177652.0
7,2001,0,3,1.0,460720.0
7,2001,0,4,129.0,835836.0
7,2001,0,5,93.0,404458.0
7,2001,1,0,101.0,488478.0
7,2001,1,1,142.0,604064.0
7,2001,1,2,377.0,1193029.0
7,2001,1,3,1.0,484025.0
7,2001,1,4,309.0,735296.0
7,2001,1,5,151.0,180006.0
7,2002,0,0,17.0,475095.0
7,2002,0,1,30.0,583877.0
7,2002,0,2,129.0,1197653.0
7,2002,0,3,2.0,460277.0
7,2002,0,4,105.0,841432.0
7,2002,0,5,80.0,410636.0
7,2002,1,0,99.0,494122.0
7,2002,1,1,158.0,586771.0
7,2002,1,2,422.0,1214866.0
7,2002,1,3,2.0,483732.0
7,2002,1,4,322.0,747406.0
7,2002,1,5,187.0,187295.0
7,2003,0,0,29.0,482866.0
7,2003,0,1,32.0,567665.0
7,2003,0,2,141.0,1213566.0
7,2003,0,3,0.0,457342.0
7,2003,0,4,102.0,851030.0
7,2003,0,5,84.0,412619.0
7,2003,1,0,91.0,501938.0
7,2003,1,1,118.0,569434.0
7,2003,1,2,371.0,1231545.0
7,2003,1,3,3.0,480502.0
7,2003,1,4,308.0,759680.0
7,2003,1,5,177.0,193846.0
7,2004,0,0,22.0,491309.0
7,2004,0,1,26.0,554568.0
7,2004,0,2,107.0,1231774.0
7,2004,0,3,0.0,453574.0
7,2004,0,4,118.0,860913.0
7,2004,0,5,73.0,416777.0
7,2004,1,0,110.0,509514.0
7,2004,1,1,120.0,555892.0
7,2004,1,2,347.0,1248808.0
7,2004,1,3,2.0,476337.0
7,2004,1,4,308.0,771847.0
7,2004,1,5,189.0,201792.0
7,2005,0,0,18.0,497688.0
7,2005,0,1,33.0,546238.0
7,2005,0,2,121.0,1250028.0
7,2005,0,3,1.0,448529.0
7,2005,0,4,96.0,869065.0
7,2005,0,5,81.0,421281.0
7,2005,1,0,83.0,515674.0
7,2005,1,1,102.0,548943.0
7,2005,1,2,364.0,1266464.0
7,2005,1,3,3.0,471447.0
7,2005,1,4,331.0,782050.0
7,2005,1,5,166.0,210054.0
7,2006,0,0,16.0,499388.0
7,2006,0,1,18.0,542011.0
7,2006,0,2,91.0,1265873.0
7,2006,0,3,0.0,441264.0
7,2006,0,4,91.0,876832.0
7,2006,0,5,81.0,425747.0
7,2006,1,0,77.0,517546.0
7,2006,1,1,103.0,545467.0
7,2006,1,2,382.0,1281251.0
7,2006,1,3,1.0,464213.0
7,2006,1,4,266.0,791509.0
7,2006,1,5,171.0,218168.0
7,2007,0,0,15.0,499804.0
7,2007,0,1,25.0,539763.0
7,2007,0,2,88.0,1277479.0
7,2007,0,3,0.0,433193.0
7,2007,0,4,109.0,885212.0
7,2007,0,5,80.0,428921.0
7,2007,1,0,93.0,517817.0
7,2007,1,1,99.0,542760.0
7,2007,1,2,331.0,1291260.0
7,2007,1,3,2.0,455269.0
7,2007,1,4,273.0,800509.0
7,2007,1,5,170.0,225285.0
7,2008,0,0,18.0,500763.0
7,2008,0,1,18.0,539635.0
7,2008,0,2,112.0,1285210.0
7,2008,0,3,2.0,425776.0
7,2008,0,4,82.0,895882.0
7,2008,0,5,72.0,430534.0
7,2008,1,0,59.0,519137.0
7,2008,1,1,86.0,542606.0
7,2008,1,2,340.0,1295943.0
7,2008,1,3,2.0,447151.0
7,2008,1,4,276.0,811538.0
7,2008,1,5,200.0,231083.0
7,2009,0,0,11.0,501225.0
7,2009,0,1,18.0,539304.0
7,2009,0,2,101.0,1289816.0
7,2009,0,3,5.0,418410.0
7,2009,0,4,103.0,908213.0
7,2009,0,5,68.0,430726.0
7,2009,1,0,72.0,519901.0
7,2009,1,1,99.0,542799.0
7,2009,1,2,332.0,1297322.0
7,2009,1,3,3.0,439629.0
7,2009,1,4,279.0,823727.0
7,2009,1,5,187.0,235822.0
7,2010,0,0,14.0,499638.0
7,2010,0,1,25.0,539299.0
7,2010,0,2,102.0,1291400.0
7,2010,0,3,1.0,412838.0
7,2010,0,4,90.0,923411.0
7,2010,0,5,62.0,431151.0
7,2010,1,0,91.0,518657.0
7,2010,1,1,85.0,542986.0
7,2010,1,2,325.0,1296607.0
7,2010,1,3,2.0,433795.0
7,2010,1,4,287.0,838208.0
7,2010,1,5,180.0,240431.0
7,2011,0,0,23.0,498172.0
7,2011,0,1,23.0,542031.0
7,2011,0,2,95.0,1288452.0
7,2011,0,3,1.0,407570.0
7,2011,0,4,113.0,942311.0
7,2011,0,5,58.0,431128.0
7,2011,1,0,67.0,518095.0
7,2011,1,1,97.0,546027.0
7,2011,1,2,336.0,1292255.0
7,2011,1,3,3.0,428198.0
7,2011,1,4,276.0,855700.0
7,2011,1,5,196.0,245207.0
7,2012,0,0,6.0,497838.0
7,2012,0,1,20.0,547787.0
7,2012,0,2,87.0,1283769.0
7,2012,0,3,1.0,402730.0
7,2012,0,4,99.0,962372.0
7,2012,0,5,76.0,430436.0
7,2012,1,0,66.0,519503.0
7,2012,1,1,99.0,553047.0
7,2012,1,2,332.0,1286522.0
7,2012,1,3,3.0,422849.0
7,2012,1,4,298.0,874391.0
7,2012,1,5,189.0,250032.0
7,2013,0,0,20.0,496526.0
7,2013,0,1,25.0,556475.0
7,2013,0,2,94.0,1279480.0
7,2013,0,3,3.0,400256.0
7,2013,0,4,118.0,981829.0
7,2013,0,5,64.0,431074.0
7,2013,1,0,54.0,518852.0
7,2013,1,1,75.0,563630.0
7,2013,1,2,317.0,1282009.0
7,2013,1,3,1.0,420342.0
7,2013,1,4,299.0,893602.0
7,2013,1,5,221.0,255540.0
7,2014,0,0,17.0,493605.0
7,2014,0,1,29.0,566622.0
7,2014,0,2,93.0,1276047.0
7,2014,0,3,0.0,399408.0
7,2014,0,4,108.0,993973.0
7,2014,0,5,77.0,442472.0
7,2014,1,0,79.0,516580.0
7,2014,1,1,100.0,576126.0
7,2014,1,2,321.0,1280204.0
7,2014,1,3,2.0,419646.0
7,2014,1,4,282.0,906857.0
7,2014,1,5,206.0,269625.0
7,2015,0,0,19.0,490742.0
7,2015,0,1,21.0,576661.0
7,2015,0,2,79.0,1273034.0
7,2015,0,3,1.0,400831.0
7,2015,0,4,100.0,998854.0
7,2015,0,5,70.0,461676.0
7,2015,1,0,61.0,519646.0
7,2015,1,1,78.0,590968.0
7,2015,1,2,313.0,1279822.0
7,2015,1,3,1.0,421708.0
7,2015,1,4,294.0,915115.0
7,2015,1,5,214.0,290329.0
7,2016,0,0,22.0,488020.0
7,2016,0,1,18.0,585913.0
7,2016,0,2,95.0,1273241.0
7,2016,0,3,2.0,406212.0
7,2016,0,4,99.0,1009403.0
7,2016,0,5,61.0,478267.0
7,2016,1,0,58.0,525977.0
7,2016,1,1,86.0,605922.0
7,2016,1,2,260.0,1281202.0
7,2016,1,3,1.0,428370.0
7,2016,1,4,290.0,928992.0
7,2016,1,5,212.0,307692.0
8,1981,0,0,15.0,742400.0
8,1981,0,1,13.0,423900.0
8,1981,0,2,32.0,605500.0
8,1981,0,3,2.0,688000.0
8,1981,0,4,29.0,303100.0
8,1981,0,5,8.0,92500.0
8,1981,1,0,39.0,760500.0
8,1981,1,1,38.0,399900.0
8,1981,1,2,79.0,577000.0
8,1981,1,3,4.0,711100.0
8,1981,1,4,20.0,184900.0
8,1981,1,5,8.0,43600.0
8,1982,0,0,16.0,747700.0
8,1982,0,1,12.0,456000.0
8,1982,0,2,13.0,606800.0
8,1982,0,3,3.0,679700.0
8,1982,0,4,21.0,313400.0
8,1982,0,5,15.0,94500.0
8,1982,1,0,29.0,764900.0
8,1982,1,1,29.0,429700.0
8,1982,1,2,61.0,576300.0
8,1982,1,3,0.0,703900.0
8,1982,1,4,30.0,198000.0
8,1982,1,5,10.0,43600.0
8,1983,0,0,,747000.0
8,1983,0,1,,503200.0
8,1983,0,2,,608900.0
8,1983,0,3,,673900.0
8,1983,0,4,,331400.0
8,1983,0,5,,97500.0
8,1983,1,0,,755000.0
8,1983,1,1,,476400.0
8,1983,1,2,,575100.0
8,1983,1,3,,701400.0
8,1983,1,4,,221800.0
8,1983,1,5,,44000.0
8,1985,0,0,13.0,737100.0
8,1985,0,1,14.0,551400.0
8,1985,0,2,25.0,611600.0
8,1985,0,3,0.0,673400.0
8,1985,0,4,17.0,349200.0
8,1985,0,5,9.0,100700.0
8,1985,1,0,30.0,736800.0
8,1985,1,1,28.0,522900.0
8,1985,1,2,62.0,574400.0
8,1985,1,3,2.0,703300.0
8,1985,1,4,36.0,246500.0
8,1985,1,5,8.0,44800.0
8,1986,0,0,15.0,721100.0
8,1986,0,1,16.0,583700.0
8,1986,0,2,22.0,619500.0
8,1986,0,3,2.0,678200.0
8,1986,0,4,22.0,359400.0
8,1986,0,5,5.0,101700.0
8,1986,1,0,34.0,720400.0
8,1986,1,1,26.0,550200.0
8,1986,1,2,56.0,579800.0
8,1986,1,3,3.0,708900.0
8,1986,1,4,26.0,260500.0
8,1986,1,5,8.0,44900.0
8,1987,0,0,14.0,706400.0
8,1987,0,1,20.0,614000.0
8,1987,0,2,19.0,628200.0
8,1987,0,3,0.0,685000.0
8,1987,0,4,22.0,370800.0
8,1987,0,5,11.0,102800.0
8,1987,1,0,36.0,707200.0
8,1987,1,1,33.0,574400.0
8,1987,1,2,52.0,586600.0
8,1987,1,3,7.0,717800.0
8,1987,1,4,34.0,275400.0
8,1987,1,5,6.0,45300.0
8,1988,0,0,14.0,692900.0
8,1988,0,1,13.0,643500.0
8,1988,0,2,21.0,635300.0
8,1988,0,3,0.0,695000.0
8,1988,0,4,22.0,383000.0
8,1988,0,5,11.0,103400.0
8,1988,1,0,31.0,699300.0
8,1988,1,1,34.0,595500.0
8,1988,1,2,44.0,591800.0
8,1988,1,3,1.0,730300.0
8,1988,1,4,29.0,290500.0
8,1988,1,5,12.0,45800.0
8,1989,0,0,9.0,671200.0
8,1989,0,1,12.0,661600.0
8,1989,0,2,25.0,635100.0
8,1989,0,3,0.0,700300.0
8,1989,0,4,21.0,384300.0
8,1989,0,5,6.0,100300.0
8,1989,1,0,26.0,686400.0
8,1989,1,1,30.0,604900.0
8,1989,1,2,48.0,588200.0
8,1989,1,3,0.0,737700.0
8,1989,1,4,34.0,296800.0
8,1989,1,5,8.0,44400.0
8,1990,0,0,4.0,656800.0
8,1990,0,1,7.0,677800.0
8,1990,0,2,6.0,637700.0
8,1990,0,3,0.0,713400.0
8,1990,0,4,6.0,389200.0
8,1990,0,5,2.0,99200.0
8,1990,1,0,16.0,682700.0
8,1990,1,1,19.0,613200.0
8,1990,1,2,41.0,587300.0
8,1990,1,3,1.0,750400.0
8,1990,1,4,11.0,306200.0
8,1990,1,5,1.0,42900.0
8,1991,0,0,8.0,653100.0
8,1991,0,1,6.0,697500.0
8,1991,0,2,11.0,650100.0
8,1991,0,3,1.0,734600.0
8,1991,0,4,5.0,406400.0
8,1991,0,5,1.0,99300.0
8,1991,1,0,22.0,687100.0
8,1991,1,1,29.0,627800.0
8,1991,1,2,26.0,597700.0
8,1991,1,3,0.0,771100.0
8,1991,1,4,22.0,323700.0
8,1991,1,5,3.0,42200.0
8,1992,0,0,8.0,643000.0
8,1992,0,1,10.0,702900.0
8,1992,0,2,4.0,662800.0
8,1992,0,3,0.0,746700.0
8,1992,0,4,11.0,424500.0
8,1992,0,5,5.0,97200.0
8,1992,1,0,23.0,683300.0
8,1992,1,1,24.0,634300.0
8,1992,1,2,39.0,610500.0
8,1992,1,3,0.0,784400.0
8,1992,1,4,18.0,340500.0
8,1992,1,5,2.0,40300.0
8,1993,0,0,6.0,630200.0
8,1993,0,1,9.0,697000.0
8,1993,0,2,10.0,681600.0
8,1993,0,3,1.0,759300.0
8,1993,0,4,6.0,443000.0
8,1993,0,5,4.0,96100.0
8,1993,1,0,22.0,677400.0
8,1993,1,1,20.0,636000.0
8,1993,1,2,20.0,628400.0
8,1993,1,3,1.0,797900.0
8,1993,1,4,17.0,356800.0
8,1993,1,5,3.0,38900.0
8,1994,0,0,3.0,622200.0
8,1994,0,1,4.0,686900.0
8,1994,0,2,6.0,705400.0
8,1994,0,3,0.0,774700.0
8,1994,0,4,5.0,456200.0
8,1994,0,5,1.0,95800.0
8,1994,1,0,3.0,669100.0
8,1994,1,1,3.0,638600.0
8,1994,1,2,11.0,651400.0
8,1994,1,3,0.0,814500.0
8,1994,1,4,10.0,369000.0
8,1994,1,5,1.0,37400.0
8,1995,0,0,0.0,622300.0
8,1995,0,1,3.0,675100.0
8,1995,0,2,3.0,733900.0
8,1995,0,3,0.0,788700.0
8,1995,0,4,0.0,463500.0
8,1995,0,5,1.0,95000.0
8,1995,1,0,9.0,663600.0
8,1995,1,1,5.0,642900.0
8,1995,1,2,18.0,677600.0
8,1995,1,3,0.0,829300.0
8,1995,1,4,8.0,377400.0
8,1995,1,5,2.0,36600.0
8,1996,0,0,3.0,624900.0
8,1996,0,1,2.0,669400.0
8,1996,0,2,3.0,751300.0
8,1996,0,3,0.0,796200.0
8,1996,0,4,2.0,467600.0
8,1996,0,5,3.0,94800.0
8,1996,1,0,9.0,664700.0
8,1996,1,1,13.0,647200.0
8,1996,1,2,14.0,693800.0
8,1996,1,3,0.0,838400.0
8,1996,1,4,19.0,383100.0
8,1996,1,5,1.0,36700.0
8,1997,0,0,6.0,628600.0
8,1997,0,1,4.0,673000.0
8,1997,0,2,8.0,755500.0
8,1997,0,3,0.0,800800.0
8,1997,0,4,3.0,470100.0
8,1997,0,5,0.0,95400.0
8,1997,1,0,7.0,669400.0
8,1997,1,1,21.0,651900.0
8,1997,1,2,34.0,698800.0
8,1997,1,3,0.0,844400.0
8,1997,1,4,24.0,386200.0
8,1997,1,5,0.0,37100.0
8,1998,0,0,3.0,662900.0
8,1998,0,1,0.0,710000.0
8,1998,0,2,6.0,793900.0
8,1998,0,3,0.0,844700.0
8,1998,0,4,4.0,491600.0
8,1998,0,5,2.0,96900.0
8,1998,1,0,2.0,702100.0
8,1998,1,1,12.0,683600.0
8,1998,1,2,18.0,732200.0
8,1998,1,3,1.0,886300.0
8,1998,1,4,8.0,403500.0
8,1998,1,5,0.0,36700.0
8,1999,0,0,2.0,670100.0
8,1999,0,1,2.0,717700.0
8,1999,0,2,4.0,802500.0
8,1999,0,3,0.0,853800.0
8,1999,0,4,2.0,497100.0
8,1999,0,5,0.0,97900.0
8,1999,1,0,6.0,706900.0
8,1999,1,1,10.0,688200.0
8,1999,1,2,19.0,737000.0
8,1999,1,3,0.0,892200.0
8,1999,1,4,9.0,406100.0
8,1999,1,5,0.0,36900.0
8,2000,0,0,4.0,738550.0
8,2000,0,1,3.0,677500.0
8,2000,0,2,3.0,1000200.0
8,2000,0,3,1.0,878950.0
8,2000,0,4,3.0,434150.0
8,2000,0,5,2.0,83300.0
8,2000,1,0,11.0,736900.0
8,2000,1,1,11.0,607350.0
8,2000,1,2,14.0,931050.0
8,2000,1,3,0.0,928050.0
8,2000,1,4,9.0,361300.0
8,2000,1,5,1.0,37950.0
8,2001,0,0,8.0,759350.0
8,2001,0,1,23.0,669850.0
8,2001,0,2,16.0,1052500.0
8,2001,0,3,7.0,862100.0
8,2001,0,4,21.0,431400.0
8,2001,0,5,6.0,85900.0
8,2001,1,0,56.0,766400.0
8,2001,1,1,40.0,603150.0
8,2001,1,2,79.0,975300.0
8,2001,1,3,24.0,913150.0
8,2001,1,4,34.0,357250.0
8,2001,1,5,3.0,41650.0
8,2002,0,0,1.0,781100.0
8,2002,0,1,3.0,666300.0
8,2002,0,2,8.0,1096350.0
8,2002,0,3,0.0,836300.0
8,2002,0,4,6.0,433050.0
8,2002,0,5,1.0,89000.0
8,2002,1,0,9.0,795800.0
8,2002,1,1,7.0,603300.0
8,2002,1,2,32.0,1011850.0
8,2002,1,3,4.0,889500.0
8,2002,1,4,19.0,357550.0
8,2002,1,5,2.0,45600.0
8,2003,0,0,9.0,802400.0
8,2003,0,1,3.0,663050.0
8,2003,0,2,12.0,1137200.0
8,2003,0,3,1.0,800750.0
8,2003,0,4,7.0,435950.0
8,2003,0,5,4.0,94450.0
8,2003,1,0,17.0,823850.0
8,2003,1,1,12.0,604700.0
8,2003,1,2,40.0,1045100.0
8,2003,1,3,7.0,856250.0
8,2003,1,4,14.0,359800.0
8,2003,1,5,3.0,50900.0
8,2004,0,0,4.0,823000.0
8,2004,0,1,4.0,662000.0
8,2004,0,2,11.0,1176300.0
8,2004,0,3,1.0,762050.0
8,2004,0,4,5.0,439850.0
8,2004,0,5,5.0,99600.0
8,2004,1,0,10.0,851350.0
8,2004,1,1,15.0,608900.0
8,2004,1,2,40.0,1076600.0
8,2004,1,3,6.0,819600.0
8,2004,1,4,7.0,362100.0
8,2004,1,5,0.0,56900.0
8,2005,0,0,,842750.0
8,2005,0,1,,664450.0
8,2005,0,2,,1211150.0
8,2005,0,3,,722800.0
8,2005,0,4,,444300.0
8,2005,0,5,,107000.0
8,2005,1,0,,877650.0
8,2005,1,1,,616650.0
8,2005,1,2,,1104100.0
8,2005,1,3,,782850.0
8,2005,1,4,,365700.0
8,2005,1,5,,64200.0
8,2007,0,0,5.0,872100.0
8,2007,0,1,2.0,680650.0
8,2007,0,2,5.0,1267550.0
8,2007,0,3,0.0,644000.0
8,2007,0,4,1.0,462700.0
8,2007,0,5,1.0,118150.0
8,2007,1,0,3.0,913150.0
8,2007,1,1,8.0,647850.0
8,2007,1,2,15.0,1146950.0
8,2007,1,3,4.0,711200.0
8,2007,1,4,8.0,381400.0
8,2007,1,5,3.0,75400.0
9,1979,0,0,,19000.0
9,1979,0,1,,16000.0
9,1979,0,2,,19000.0
9,1979,0,3,,31000.0
9,1979,0,4,,9000.0
9,1979,0,5,,1800.0
9,1979,1,0,,17000.0
9,1979,1,1,,17000.0
9,1979,1,2,,19000.0
9,1979,1,3,,32000.0
9,1979,1,4,,7000.0
9,1979,1,5,,1200.0
9,1980,0,0,0.0,21400.0
9,1980,0,1,0.0,15000.0
9,1980,0,2,0.0,19400.0
9,1980,0,3,0.0,24600.0
9,1980,0,4,0.0,8600.0
9,1980,0,5,0.0,1700.0
9,1980,1,0,1.0,21700.0
9,1980,1,1,0.0,14000.0
9,1980,1,2,0.0,20000.0
9,1980,1,3,0.0,25700.0
9,1980,1,4,0.0,7400.0
9,1980,1,5,0.0,900.0
9,1981,0,0,0.0,21400.0
9,1981,0,1,0.0,14400.0
9,1981,0,2,0.0,18400.0
9,1981,0,3,0.0,25300.0
9,1981,0,4,0.0,9900.0
9,1981,0,5,0.0,2400.0
9,1981,1,0,0.0,22100.0
9,1981,1,1,0.0,14100.0
9,1981,1,2,0.0,17100.0
9,1981,1,3,0.0,26400.0
9,1981,1,4,1.0,8300.0
9,1981,1,5,0.0,1300.0
9,1983,0,0,0.0,22400.0
9,1983,0,1,1.0,15100.0
9,1983,0,2,0.0,19200.0
9,1983,0,3,0.0,26500.0
9,1983,0,4,0.0,10300.0
9,1983,0,5,0.0,2500.0
9,1983,1,0,2.0,23200.0
9,1983,1,1,1.0,14800.0
9,1983,1,2,0.0,17900.0
9,1983,1,3,0.0,27600.0
9,1983,1,4,1.0,8700.0
9,1983,1,5,0.0,1300.0
9,1984,0,0,0.0,22900.0
9,1984,0,1,0.0,19100.0
9,1984,0,2,1.0,22100.0
9,1984,0,3,0.0,24100.0
9,1984,0,4,0.0,11000.0
9,1984,0,5,0.0,2700.0
9,1984,1,0,2.0,23500.0
9,1984,1,1,2.0,18800.0
9,1984,1,2,0.0,20600.0
9,1984,1,3,0.0,24700.0
9,1984,1,4,2.0,9300.0
9,1984,1,5,0.0,1500.0
9,1985,0,0,0.0,23300.0
9,1985,0,1,0.0,19500.0
9,1985,0,2,0.0,22500.0
9,1985,0,3,0.0,24500.0
9,1985,0,4,0.0,11200.0
9,1985,0,5,0.0,2700.0
9,1985,1,0,0.0,23900.0
9,1985,1,1,0.0,19100.0
9,1985,1,2,1.0,21000.0
9,1985,1,3,0.0,25100.0
9,1985,1,4,0.0,9400.0
9,1985,1,5,0.0,1500.0
9,1986,0,0,,24900.0
9,1986,0,1,,20800.0
9,1986,0,2,,24000.0
9,1986,0,3,,26100.0
9,1986,0,4,,11800.0
9,1986,0,5,,2900.0
9,1986,1,0,,25900.0
9,1986,1,1,,20700.0
9,1986,1,2,,22400.0
9,1986,1,3,,27100.0
9,1986,1,4,,10000.0
9,1986,1,5,,1600.0
9,1987,0,0,0.0,25100.0
9,1987,0,1,0.0,21100.0
9,1987,0,2,0.0,24200.0
9,1987,0,3,0.0,26400.0
9,1987,0,4,0.0,12100.0
9,1987,0,5,0.0,2900.0
9,1987,1,0,0.0,26200.0
9,1987,1,1,1.0,20900.0
9,1987,1,2,2.0,22700.0
9,1987,1,3,0.0,27500.0
9,1987,1,4,0.0,10200.0
9,1987,1,5,0.0,1600.0
9,1993,0,0,0.0,26800.0
9,1993,0,1,0.0,26300.0
9,1993,0,2,0.0,29300.0
9,1993,0,3,0.0,27200.0
9,1993,0,4,1.0,11900.0
9,1993,0,5,0.0,2800.0
9,1993,1,0,1.0,26800.0
9,1993,1,1,2.0,25400.0
9,1993,1,2,2.0,27000.0
9,1993,1,3,0.0,28100.0
9,1993,1,4,1.0,9900.0
9,1993,1,5,0.0,2000.0
9,1994,0,0,0.0,26900.0
9,1994,0,1,0.0,26800.0
9,1994,0,2,0.0,30800.0
9,1994,0,3,0.0,27600.0
9,1994,0,4,0.0,12300.0
9,1994,0,5,0.0,3000.0
9,1994,1,0,0.0,26900.0
9,1994,1,1,0.0,26000.0
9,1994,1,2,3.0,28300.0
9,1994,1,3,0.0,28300.0
9,1994,1,4,0.0,10300.0
9,1994,1,5,0.0,2100.0
9,1995,0,0,0.0,26900.0
9,1995,0,1,0.0,27100.0
9,1995,0,2,0.0,32300.0
9,1995,0,3,0.0,27700.0
9,1995,0,4,0.0,12800.0
9,1995,0,5,0.0,3100.0
9,1995,1,0,0.0,27000.0
9,1995,1,1,1.0,26300.0
9,1995,1,2,1.0,29800.0
9,1995,1,3,0.0,28600.0
9,1995,1,4,0.0,10600.0
9,1995,1,5,0.0,2300.0
9,1996,0,0,0.0,25694.0
9,1996,0,1,0.0,25178.0
9,1996,0,2,0.0,32794.0
9,1996,0,3,0.0,28250.0
9,1996,0,4,0.0,13723.0
9,1996,0,5,0.0,2927.0
9,1996,1,0,0.0,26103.0
9,1996,1,1,0.0,25040.0
9,1996,1,2,3.0,30549.0
9,1996,1,3,0.0,28956.0
9,1996,1,4,0.0,11476.0
9,1996,1,5,0.0,1748.0
9,1997,0,0,0.0,25605.0
9,1997,0,1,0.0,25276.0
9,1997,0,2,0.0,34332.0
9,1997,0,3,0.0,28389.0
9,1997,0,4,0.0,14127.0
9,1997,0,5,0.0,3054.0
9,1997,1,0,0.0,25815.0
